user_id,nombre,edad,ciudad,genero_musical,artista_favorito,canciones_semana,plataforma,horas_dia,dispositivo,genero_persona,nivel_educativo,fecha_registro,hora_registro
USR00469,,,Cali,regueton,Bad Bunny,140,YouTube,1.3,Tablet,,Secundaria,3/13/2024,5:59pm
USR00470,Sofía Ortiz,23,Barranquilla,Reggaeton,Bad Bunny,40,,7.5,Audífonos BT,m,Tecnólogo,2021/28/3,3:31 PM
USR00471,Jorge Pérez,,,Pop,Grupo Niche,,SoundCloud,,,femenino,,1/23/2021,1214
USR00472,Camila González,27,Barranquilla,,,192,Amazon Music,2.9,Alexa,No binario,,592024,
USR00473,Natalia Rodríguez,Veintiocho,Cali,,J Balvin,165,Amazon Music,4.9,Smart TV,,,,
USR00474,Diego Rodríguez,,Barranquilla,Electronic,Bad Bunyn,154,Amazon Music,4.4,Smart TV,F,TÉCNICO,17 jun 2020,23:32
USR00475,Paula Jiménez,15,Bogotá,Salsa,,23,,3.0,,,Secundaria,,8:49pm
,Camila Muñoz,53,CALI,Rock,Shakira,31,Spotify,4.1,Tablet,No binario,,28/12/2021,
USR00477,Isabella García,26,,Jazz,Bad Bunny,57,YouTube,5.3,,M,Posgrado,2020.7.1,21:39:00
USR00478,David Torres,19,medellin,,J Balvin,73,Deezer,1.3,Computador,No binario,Posgrado,2019/25/4,601
,,37,CALI,reggaeton,,108,Tidal,2.4,,m,Secundaria,26/2/2022,10:40
USR00480,Valentina Rodríguez,,,Rock,Maluma,84,Tidal,,,femenino,Primaria,3/3/2024,10:44 AM
USR00481,Juan Morales,33,,Salsa,Bad Bnuny,5,SPOTIFY,4.3,celular,,,2021/26/7,
USR00482,Ana Ramírez,65,Manizales,Pop,Carlos Vives,74,Spotify,2.8,Celular,No binario,,5-4-2023,
USR00483,Felipe Rodríguez,23,CALI,regueton,Grupo Niche,,,N/A,,,Primaria,,12h54
USR00484,Andrés Martínez,,Manizales,,Ba dBunny,186,Spotify,todo el dia,Alexa,M,Primaria,3/14/2023,6:23 AM
USR00485,Ana Morales,25,Manizales,Salsa,Shakira,148,YouTube,0.9,Alexa,,Técnico,2021.6.6,23:50:00
USR00486,Sebastián Díaz,57,Barranquilla,regueton,,157,Amazon Music,0.9,Smart TV,F,Secundaria,20/8/2021,17:39
,Ana Gutiérrez,43,Manizales,Pop,Bad Bunny,175,YouTube,6.8,Parlante,,Universitario,2022/20/4,
USR00488,Ana Martínez,25 años,Cali,Hip-Hop,Maluma,21,,3.4,Computador,No binario,Universitario,26 ene 2022,6:32pm
,Laura Vargas,,,reggaeton,Mozart,,,0.9,Smart TV,femenino,Universitario,16-10-22,10:25:00
,Sofía Jiménez,47,Medellín,Vallenato,Ba dBunny,190,YouTube,,Alexa,m,,,23:52
USR00491,Isabella Sánchez,14,medellin,Vallenato,Maluma,,Tidal,1.6,Celular,m,Técnico,8-1-2022,10h03
USR00492,Isabella Rodríguez,25 años,Barranquilla,Metal,Bad Bunny,187,Tidal,3.7,Alexa,m,Posgrado,2024/2/9,701
USR00493,David Herrera,40,,Jazz,,181,SoundCloud,7.2,Alexa,femenino,Primaria,17-5-22,21.28
USR00494,Valentina Morales,50,Bogotá,Pop,Ba dBunny,152,Apple Music,,Audífonos BT,Masculino,,3-5-2022,
USR00495,Ana Martínez,Veintiocho,Medellín,POP,,128,Amazon Music,1.1,COMPUTADOR,,TÉCNICO,4-6-19,
USR00496,Carlos Pérez,69,Barranquilla,Salsa,,136,Tidal,5.1,,Masculino,TÉCNICO,4/2/2023,8.26
USR00497,Isabella Ramos,25,Cali,Vallenato,BadB unny,,YouTube,0.7,,,Posgrado,2/1/2022,12:01:00
USR00498,Laura Muñoz,64,,Electronic,Bad Bunny,164,youtube,4.0,celular,Masculino,Posgrado,2024/23/1,
,Mariana Jiménez,17,,Salsa,Bad Bunny,85,,5.6,,Masculino,universitario,2020/3/8,
USR00500,María García,71,Bogotá,Pop,,101,SPOTIFY,,COMPUTADOR,m,,,4:34pm
